,day,time of the day,kWh
197,1/3/2012,49.7905,01:30:00
198,1/3/2012,50.572500000000005,01:45:00
199,1/3/2012,50.311800000000005,02:00:00
200,1/3/2012,47.4443,02:15:00
201,1/3/2012,48.486999999999995,02:30:00
202,1/3/2012,48.7477,02:45:00
203,1/3/2012,49.269,03:00:00
204,1/3/2012,47.70499999999999,03:15:00
205,1/3/2012,47.1836,03:30:00
206,1/3/2012,47.96569999999999,03:45:00
207,1/3/2012,46.6623,04:00:00
208,1/3/2012,46.140899999999995,04:15:00
209,1/3/2012,46.923,04:30:00
210,1/3/2012,46.1409,04:45:00
211,1/3/2012,44.316,05:00:00
212,1/3/2012,46.662299999999995,05:15:00
213,1/3/2012,44.8374,05:30:00
214,1/3/2012,44.8375,05:45:00
215,1/3/2012,43.2734,06:00:00
216,1/3/2012,43.2734,06:15:00
217,1/3/2012,41.1879,06:30:00
218,1/3/2012,41.7093,06:45:00
219,1/3/2012,42.752,07:00:00
220,1/3/2012,41.97,07:15:00
221,1/3/2012,29.978500000000004,07:30:00
222,1/3/2012,32.846000000000004,07:45:00
223,1/3/2012,31.2819,08:00:00
224,1/3/2012,31.2819,08:15:00
225,1/3/2012,30.239200000000004,08:30:00
226,1/3/2012,31.2819,08:45:00
227,1/3/2012,33.106700000000004,09:00:00
228,1/3/2012,30.239199999999997,09:15:00
229,1/3/2012,30.499900000000004,09:30:00
230,1/3/2012,28.9358,09:45:00
231,1/3/2012,32.064,10:00:00
232,1/3/2012,30.4998,10:15:00
233,1/3/2012,31.0212,10:30:00
234,1/3/2012,30.239200000000004,10:45:00
235,1/3/2012,31.2819,11:00:00
236,1/3/2012,32.3247,11:15:00
237,1/3/2012,31.2819,11:30:00
238,1/3/2012,31.8033,11:45:00
239,1/3/2012,32.3247,12:00:00
240,1/3/2012,33.3674,12:15:00
241,1/3/2012,32.32469999999999,12:30:00
242,1/3/2012,32.846,12:45:00
243,1/3/2012,33.1068,13:00:00
244,1/3/2012,33.888799999999996,13:15:00
245,1/3/2012,35.7135,13:30:00
246,1/3/2012,36.4956,13:45:00
247,1/3/2012,45.3588,14:00:00
248,1/3/2012,48.747699999999995,14:15:00
249,1/3/2012,48.486999999999995,14:30:00
250,1/3/2012,50.311800000000005,14:45:00
251,1/3/2012,49.790400000000005,15:00:00
252,1/3/2012,47.965599999999995,15:15:00
253,1/3/2012,49.7905,15:30:00
254,1/3/2012,46.662299999999995,15:45:00
255,1/3/2012,48.48689999999999,16:00:00
256,1/3/2012,47.704899999999995,16:15:00
257,1/3/2012,47.9657,16:30:00
258,1/3/2012,49.5297,16:45:00
259,1/3/2012,49.269000000000005,17:00:00
260,1/3/2012,53.1793,17:15:00
261,1/3/2012,51.8759,17:30:00
262,1/3/2012,50.572500000000005,17:45:00
263,1/3/2012,49.790400000000005,18:00:00
264,1/3/2012,50.311800000000005,18:15:00
265,1/3/2012,49.790400000000005,18:30:00
266,1/3/2012,50.572500000000005,18:45:00
267,1/3/2012,51.093900000000005,19:00:00
268,1/3/2012,50.311800000000005,19:15:00
269,1/3/2012,48.74759999999999,19:30:00
270,1/3/2012,50.833200000000005,19:45:00
271,1/3/2012,49.269000000000005,20:00:00
272,1/3/2012,49.00829999999999,20:15:00
273,1/3/2012,48.48689999999999,20:30:00
274,1/3/2012,51.3545,20:45:00
275,1/3/2012,53.96130000000001,21:00:00
276,1/3/2012,53.1794,21:15:00
277,1/3/2012,52.136700000000005,21:30:00
278,1/3/2012,50.833200000000005,21:45:00
279,1/3/2012,50.833200000000005,22:00:00
280,1/3/2012,51.093900000000005,22:15:00
281,1/3/2012,48.48689999999999,22:30:00
282,1/3/2012,48.7477,22:45:00
283,1/3/2012,47.4443,23:00:00
284,1/3/2012,50.833200000000005,23:15:00
285,1/3/2012,52.6579,23:30:00
286,1/3/2012,52.9186,23:45:00
287,1/3/2012,54.22200000000001,00:00:00
288,1/4/2012,51.615300000000005,00:15:00
289,1/4/2012,51.8759,00:30:00
290,1/4/2012,50.833200000000005,00:45:00
291,1/4/2012,52.658,01:00:00
292,1/4/2012,51.354600000000005,01:15:00
293,1/4/2012,49.790400000000005,01:30:00
294,1/4/2012,50.833200000000005,01:45:00
295,1/4/2012,51.876000000000005,02:00:00
296,1/4/2012,50.833200000000005,02:15:00
297,1/4/2012,50.311800000000005,02:30:00
298,1/4/2012,51.8759,02:45:00
299,1/4/2012,53.179300000000005,03:00:00
300,1/4/2012,51.354600000000005,03:15:00
301,1/4/2012,49.2691,03:30:00
302,1/4/2012,48.7477,03:45:00
303,1/4/2012,46.140899999999995,04:00:00
304,1/4/2012,45.0981,04:15:00
305,1/4/2012,46.6623,04:30:00
306,1/4/2012,48.2264,04:45:00
307,1/4/2012,46.662299999999995,05:00:00
308,1/4/2012,47.9657,05:15:00
309,1/4/2012,48.226299999999995,05:30:00
310,1/4/2012,47.705,05:45:00
311,1/4/2012,45.3588,06:00:00
312,1/4/2012,43.5341,06:15:00
313,1/4/2012,44.0554,06:30:00
314,1/4/2012,42.752,06:45:00
315,1/4/2012,42.2306,07:00:00
316,1/4/2012,40.4058,07:15:00
317,1/4/2012,30.499900000000004,07:30:00
318,1/4/2012,29.4572,07:45:00
319,1/4/2012,29.196600000000004,08:00:00
320,1/4/2012,27.893100000000004,08:15:00
321,1/4/2012,29.978500000000004,08:30:00
322,1/4/2012,31.8033,08:45:00
323,1/4/2012,32.846000000000004,09:00:00
324,1/4/2012,30.499899999999997,09:15:00
325,1/4/2012,29.9786,09:30:00
326,1/4/2012,28.9358,09:45:00
327,1/4/2012,28.935900000000004,10:00:00
328,1/4/2012,28.414500000000004,10:15:00
329,1/4/2012,28.935900000000004,10:30:00
330,1/4/2012,29.9786,10:45:00
331,1/4/2012,31.2819,11:00:00
332,1/4/2012,33.3674,11:15:00
333,1/4/2012,34.4101,11:30:00
334,1/4/2012,34.6708,11:45:00
335,1/4/2012,33.3674,12:00:00
336,1/4/2012,32.8461,12:15:00
337,1/4/2012,34.6708,12:30:00
338,1/4/2012,35.9742,12:45:00
339,1/4/2012,36.2349,13:00:00
340,1/4/2012,37.017,13:15:00
341,1/4/2012,37.799,13:30:00
342,1/4/2012,38.0598,13:45:00
343,1/4/2012,45.8801,14:00:00
344,1/4/2012,49.00829999999999,14:15:00
345,1/4/2012,48.747699999999995,14:30:00
346,1/4/2012,50.833200000000005,14:45:00
347,1/4/2012,50.833200000000005,15:00:00
348,1/4/2012,48.7477,15:15:00
349,1/4/2012,49.0083,15:30:00
350,1/4/2012,46.4016,15:45:00
351,1/4/2012,48.7477,16:00:00
352,1/4/2012,50.833200000000005,16:15:00
353,1/4/2012,52.1366,16:30:00
354,1/4/2012,52.3973,16:45:00
355,1/4/2012,52.136700000000005,17:00:00
356,1/4/2012,54.74340000000001,17:15:00
357,1/4/2012,52.6579,17:30:00
358,1/4/2012,52.397200000000005,17:45:00
359,1/4/2012,50.833200000000005,18:00:00
360,1/4/2012,49.269,18:15:00
361,1/4/2012,50.572500000000005,18:30:00
362,1/4/2012,50.833200000000005,18:45:00
363,1/4/2012,53.7007,19:00:00
364,1/4/2012,52.657900000000005,19:15:00
365,1/4/2012,52.1366,19:30:00
366,1/4/2012,51.093900000000005,19:45:00
367,1/4/2012,50.311800000000005,20:00:00
368,1/4/2012,49.790400000000005,20:15:00
369,1/4/2012,50.051100000000005,20:30:00
370,1/4/2012,51.354600000000005,20:45:00
371,1/4/2012,51.876000000000005,21:00:00
372,1/4/2012,50.311800000000005,21:15:00
373,1/4/2012,51.6152,21:30:00
374,1/4/2012,51.615300000000005,21:45:00
375,1/4/2012,50.833200000000005,22:00:00
376,1/4/2012,50.051100000000005,22:15:00
377,1/4/2012,50.311800000000005,22:30:00
378,1/4/2012,52.9186,22:45:00
379,1/4/2012,51.0938,23:00:00
380,1/4/2012,53.440000000000005,23:15:00
381,1/4/2012,54.48270000000001,23:30:00
382,1/4/2012,54.48270000000001,23:45:00
383,1/4/2012,55.00410000000001,00:00:00
384,1/5/2012,53.44,00:15:00
385,1/5/2012,51.615300000000005,00:30:00
386,1/5/2012,51.093900000000005,00:45:00
387,1/5/2012,50.051100000000005,01:00:00
388,1/5/2012,51.354600000000005,01:15:00
389,1/5/2012,48.486999999999995,01:30:00
390,1/5/2012,48.2264,01:45:00
391,1/5/2012,50.3118,02:00:00
392,1/5/2012,49.790400000000005,02:15:00
393,1/5/2012,49.529700000000005,02:30:00
394,1/5/2012,51.3545,02:45:00
395,1/5/2012,53.7008,03:00:00
396,1/5/2012,50.572500000000005,03:15:00
397,1/5/2012,49.008399999999995,03:30:00
398,1/5/2012,47.183699999999995,03:45:00
399,1/5/2012,45.8802,04:00:00
400,1/5/2012,44.5767,04:15:00
401,1/5/2012,45.0981,04:30:00
402,1/5/2012,46.1409,04:45:00
403,1/5/2012,46.4015,05:00:00
404,1/5/2012,47.9657,05:15:00
405,1/5/2012,47.9657,05:30:00
406,1/5/2012,46.662299999999995,05:45:00
407,1/5/2012,45.0981,06:00:00
408,1/5/2012,43.7948,06:15:00
409,1/5/2012,41.97,06:30:00
410,1/5/2012,42.2306,06:45:00
411,1/5/2012,42.2306,07:00:00
412,1/5/2012,40.9272,07:15:00
413,1/5/2012,29.7179,07:30:00
414,1/5/2012,29.4572,07:45:00
415,1/5/2012,29.718000000000004,08:00:00
416,1/5/2012,29.9786,08:15:00
417,1/5/2012,31.2819,08:30:00
418,1/5/2012,31.5426,08:45:00
419,1/5/2012,33.8888,09:00:00
420,1/5/2012,31.8033,09:15:00
421,1/5/2012,32.064,09:30:00
422,1/5/2012,30.760599999999997,09:45:00
423,1/5/2012,29.1965,10:00:00
424,1/5/2012,28.153800000000004,10:15:00
425,1/5/2012,29.1965,10:30:00
426,1/5/2012,29.7179,10:45:00
427,1/5/2012,31.5426,11:00:00
428,1/5/2012,32.8461,11:15:00
429,1/5/2012,34.4101,11:30:00
430,1/5/2012,32.0641,11:45:00
431,1/5/2012,32.5854,12:00:00
432,1/5/2012,29.9786,12:15:00
433,1/5/2012,31.542700000000004,12:30:00
434,1/5/2012,36.2349,12:45:00
435,1/5/2012,35.9742,13:00:00
436,1/5/2012,36.7563,13:15:00
437,1/5/2012,36.2349,13:30:00
438,1/5/2012,36.2349,13:45:00
439,1/5/2012,40.9272,14:00:00
440,1/5/2012,47.705,14:15:00
441,1/5/2012,47.705,14:30:00
442,1/5/2012,49.26899999999999,14:45:00
443,1/5/2012,48.74759999999999,15:00:00
444,1/5/2012,48.2264,15:15:00
445,1/5/2012,47.705,15:30:00
446,1/5/2012,46.401599999999995,15:45:00
447,1/5/2012,46.662299999999995,16:00:00
448,1/5/2012,46.923,16:15:00
449,1/5/2012,45.619499999999995,16:30:00
450,1/5/2012,46.6622,16:45:00
451,1/5/2012,48.486999999999995,17:00:00
452,1/5/2012,51.876000000000005,17:15:00
453,1/5/2012,50.051100000000005,17:30:00
454,1/5/2012,50.572500000000005,17:45:00
455,1/5/2012,50.051100000000005,18:00:00
456,1/5/2012,49.008399999999995,18:15:00
457,1/5/2012,50.051100000000005,18:30:00
458,1/5/2012,50.833200000000005,18:45:00
459,1/5/2012,54.22200000000001,19:00:00
460,1/5/2012,52.658,19:15:00
461,1/5/2012,51.615300000000005,19:30:00
462,1/5/2012,51.354600000000005,19:45:00
463,1/5/2012,50.572500000000005,20:00:00
464,1/5/2012,48.486999999999995,20:15:00
465,1/5/2012,48.486999999999995,20:30:00
466,1/5/2012,50.572500000000005,20:45:00
467,1/5/2012,51.093900000000005,21:00:00
468,1/5/2012,50.833200000000005,21:15:00
469,1/5/2012,50.833200000000005,21:30:00
470,1/5/2012,51.354600000000005,21:45:00
471,1/5/2012,50.572500000000005,22:00:00
472,1/5/2012,49.790400000000005,22:15:00
473,1/5/2012,48.74759999999999,22:30:00
474,1/5/2012,50.051100000000005,22:45:00
475,1/5/2012,49.790400000000005,23:00:00
476,1/5/2012,52.1366,23:15:00
477,1/5/2012,52.658,23:30:00
478,1/5/2012,52.9186,23:45:00
479,1/5/2012,54.48270000000001,00:00:00
480,1/6/2012,51.8759,00:15:00
481,1/6/2012,51.876000000000005,00:30:00
482,1/6/2012,51.354600000000005,00:45:00
483,1/6/2012,52.1366,01:00:00
484,1/6/2012,51.615300000000005,01:15:00
485,1/6/2012,51.615300000000005,01:30:00
486,1/6/2012,52.1366,01:45:00
487,1/6/2012,49.269000000000005,02:00:00
488,1/6/2012,48.2264,02:15:00
489,1/6/2012,51.354600000000005,02:30:00
490,1/6/2012,49.26899999999999,02:45:00
491,1/6/2012,49.790400000000005,03:00:00
492,1/6/2012,50.311800000000005,03:15:00
493,1/6/2012,49.790400000000005,03:30:00
494,1/6/2012,46.922999999999995,03:45:00
495,1/6/2012,46.1408,04:00:00
496,1/6/2012,46.401599999999995,04:15:00
497,1/6/2012,44.316,04:30:00
498,1/6/2012,44.5768,04:45:00
499,1/6/2012,46.401599999999995,05:00:00
500,1/6/2012,49.0084,05:15:00
501,1/6/2012,45.0981,05:30:00
502,1/6/2012,45.0981,05:45:00
503,1/6/2012,44.0553,06:00:00
504,1/6/2012,40.4058,06:15:00
505,1/6/2012,40.4058,06:30:00
506,1/6/2012,39.1023,06:45:00
507,1/6/2012,39.363,07:00:00
508,1/6/2012,40.1451,07:15:00
509,1/6/2012,28.935900000000004,07:30:00
510,1/6/2012,31.021299999999997,07:45:00
511,1/6/2012,31.5426,08:00:00
512,1/6/2012,31.021300000000004,08:15:00
513,1/6/2012,30.2393,08:30:00
514,1/6/2012,29.9786,08:45:00
515,1/6/2012,30.499900000000004,09:00:00
516,1/6/2012,29.196600000000004,09:15:00
517,1/6/2012,28.414500000000004,09:30:00
518,1/6/2012,28.935900000000004,09:45:00
519,1/6/2012,31.8033,10:00:00
520,1/6/2012,29.978500000000004,10:15:00
521,1/6/2012,30.239200000000004,10:30:00
522,1/6/2012,28.675200000000004,10:45:00
523,1/6/2012,29.196600000000004,11:00:00
524,1/6/2012,32.064,11:15:00
525,1/6/2012,33.106700000000004,11:30:00
526,1/6/2012,33.8887,11:45:00
527,1/6/2012,33.106700000000004,12:00:00
528,1/6/2012,32.5854,12:15:00
529,1/6/2012,30.7606,12:30:00
530,1/6/2012,30.760600000000004,12:45:00
531,1/6/2012,30.4998,13:00:00
532,1/6/2012,33.1068,13:15:00
533,1/6/2012,34.9315,13:30:00
534,1/6/2012,36.7563,13:45:00
535,1/6/2012,45.3588,14:00:00
536,1/6/2012,48.48689999999999,14:15:00
537,1/6/2012,48.226299999999995,14:30:00
538,1/6/2012,48.2264,14:45:00
539,1/6/2012,47.705,15:00:00
540,1/6/2012,47.965599999999995,15:15:00
541,1/6/2012,49.0084,15:30:00
542,1/6/2012,46.922999999999995,15:45:00
543,1/6/2012,47.4443,16:00:00
544,1/6/2012,47.705,16:15:00
545,1/6/2012,48.747699999999995,16:30:00
546,1/6/2012,50.051100000000005,16:45:00
547,1/6/2012,48.74759999999999,17:00:00
548,1/6/2012,51.615300000000005,17:15:00
549,1/6/2012,50.311800000000005,17:30:00
550,1/6/2012,51.615300000000005,17:45:00
551,1/6/2012,52.1366,18:00:00
552,1/6/2012,49.790400000000005,18:15:00
553,1/6/2012,52.3973,18:30:00
554,1/6/2012,52.9186,18:45:00
555,1/6/2012,53.7007,19:00:00
556,1/6/2012,53.1793,19:15:00
557,1/6/2012,51.093900000000005,19:30:00
558,1/6/2012,51.093900000000005,19:45:00
559,1/6/2012,51.8759,20:00:00
560,1/6/2012,53.43990000000001,20:15:00
561,1/6/2012,51.6152,20:30:00
562,1/6/2012,49.529700000000005,20:45:00
563,1/6/2012,52.1366,21:00:00
564,1/6/2012,50.572500000000005,21:15:00
565,1/6/2012,51.354600000000005,21:30:00
566,1/6/2012,49.269000000000005,21:45:00
567,1/6/2012,51.6152,22:00:00
568,1/6/2012,51.354600000000005,22:15:00
569,1/6/2012,51.876000000000005,22:30:00
570,1/6/2012,51.3545,22:45:00
571,1/6/2012,50.572500000000005,23:00:00
572,1/6/2012,55.26480000000001,23:15:00
573,1/6/2012,53.1793,23:30:00
574,1/6/2012,55.00410000000001,23:45:00
575,1/6/2012,52.658,00:00:00
576,1/7/2012,52.3973,00:15:00
577,1/7/2012,50.572500000000005,00:30:00
578,1/7/2012,50.311800000000005,00:45:00
579,1/7/2012,51.354600000000005,01:00:00
580,1/7/2012,51.354600000000005,01:15:00
581,1/7/2012,52.6579,01:30:00
582,1/7/2012,51.3545,01:45:00
583,1/7/2012,49.790400000000005,02:00:00
584,1/7/2012,50.0512,02:15:00
585,1/7/2012,49.269,02:30:00
586,1/7/2012,49.0084,02:45:00
587,1/7/2012,50.572500000000005,03:00:00
588,1/7/2012,48.74759999999999,03:15:00
589,1/7/2012,49.790400000000005,03:30:00
590,1/7/2012,46.9229,03:45:00
591,1/7/2012,47.4443,04:00:00
592,1/7/2012,46.662299999999995,04:15:00
593,1/7/2012,45.619499999999995,04:30:00
594,1/7/2012,46.662299999999995,04:45:00
595,1/7/2012,46.1409,05:00:00
596,1/7/2012,48.226299999999995,05:15:00
597,1/7/2012,46.923,05:30:00
598,1/7/2012,45.0981,05:45:00
599,1/7/2012,44.0555,06:00:00
600,1/7/2012,41.1879,06:15:00
601,1/7/2012,40.6665,06:30:00
602,1/7/2012,40.1451,06:45:00
603,1/7/2012,40.6665,07:00:00
604,1/7/2012,40.9272,07:15:00
605,1/7/2012,30.760600000000004,07:30:00
606,1/7/2012,31.5426,07:45:00
607,1/7/2012,32.064,08:00:00
608,1/7/2012,30.760599999999997,08:15:00
609,1/7/2012,30.239200000000004,08:30:00
610,1/7/2012,29.196600000000004,08:45:00
611,1/7/2012,30.7606,09:00:00
612,1/7/2012,29.457300000000004,09:15:00
613,1/7/2012,29.9786,09:30:00
614,1/7/2012,29.457300000000004,09:45:00
615,1/7/2012,30.5,10:00:00
616,1/7/2012,29.718000000000004,10:15:00
617,1/7/2012,29.4572,10:30:00
618,1/7/2012,28.414500000000004,10:45:00
619,1/7/2012,29.457300000000004,11:00:00
620,1/7/2012,33.628,11:15:00
621,1/7/2012,32.8461,11:30:00
622,1/7/2012,33.628,11:45:00
623,1/7/2012,33.106700000000004,12:00:00
624,1/7/2012,33.6281,12:15:00
625,1/7/2012,32.064,12:30:00
626,1/7/2012,35.9742,12:45:00
627,1/7/2012,35.4528,13:00:00
628,1/7/2012,37.017,13:15:00
629,1/7/2012,35.7135,13:30:00
630,1/7/2012,35.7135,13:45:00
631,1/7/2012,40.1452,14:00:00
632,1/7/2012,46.662299999999995,14:15:00
633,1/7/2012,46.662299999999995,14:30:00
634,1/7/2012,44.8374,14:45:00
635,1/7/2012,46.401599999999995,15:00:00
636,1/7/2012,45.6196,15:15:00
637,1/7/2012,45.8802,15:30:00
638,1/7/2012,45.3588,15:45:00
639,1/7/2012,47.9657,16:00:00
640,1/7/2012,49.008399999999995,16:15:00
641,1/7/2012,48.2264,16:30:00
642,1/7/2012,48.486999999999995,16:45:00
643,1/7/2012,49.00829999999999,17:00:00
644,1/7/2012,50.833200000000005,17:15:00
645,1/7/2012,51.3545,17:30:00
646,1/7/2012,51.093900000000005,17:45:00
647,1/7/2012,51.093900000000005,18:00:00
648,1/7/2012,49.5298,18:15:00
649,1/7/2012,51.093900000000005,18:30:00
650,1/7/2012,51.8759,18:45:00
651,1/7/2012,51.354600000000005,19:00:00
652,1/7/2012,52.918600000000005,19:15:00
653,1/7/2012,51.8759,19:30:00
